subj,side,cond,bout,MDF,MNF,peakF,totpow,p_20_60,p_60_150,p_150_250,p_250_450,n_cycles,chew_rate,cv_ipi,med_dur,med_amp,med_area,duty,rms_amp
PS15,R,PLA,3,95.0,106.75930461841062,64.0,1.3765277227707892e-08,3.5366683425346005e-09,6.968728572906234e-09,2.6911891370176218e-09,3.7605486053140946e-10,105,1.8253119429590017,0.20334054270411914,0.43505859375,0.00017467303281987488,3.793793819630148e-05,0.7695638020833333,0.00011529443068205108
PS15,R,PLA,4,92.0,104.55099024088709,51.0,1.403298901696916e-08,3.81219989679103e-09,7.114635565569474e-09,2.5764065399448743e-09,3.3912992607833645e-10,109,1.8467087466185752,0.12999842883237864,0.43115234375,0.0001614692192189913,3.783046483096415e-05,0.7939453125,0.00011734016389428803
PS3,R,ANE,1,75.0,87.3535696305144,44.0,3.5348033054456886e-09,1.262324181878712e-09,1.837691723195302e-09,3.135608925845448e-10,7.29016997267048e-11,93,1.8584392014519056,0.3984190018999661,0.45263671875,5.026094359849775e-05,2.043784845768865e-05,0.792041015625,6.033917218597861e-05
PS3,R,ANE,2,85.0,102.98451940117869,77.0,6.342404267723575e-09,1.7236903694715204e-09,3.3117553474776743e-09,9.902957536777303e-10,2.436951395770755e-10,85,1.389416553595658,0.3272229045502895,0.48095703125,0.00011914848935362379,2.9226928844614688e-05,0.7038248697916667,8.005537855983057e-05
PS3,R,ANE,3,95.0,112.67365009835882,62.0,8.30357703982149e-09,1.9874494327445174e-09,4.126037960123584e-09,1.6843474301068116e-09,4.043195998141992e-10,90,1.4104683195592287,0.30870249770903185,0.4326171875,9.482831593497586e-05,3.1186681465009106e-05,0.7271158854166667,9.069559595371502e-05
PS3,R,ANE,4,118.0,127.10647846526483,60.0,8.226614602292367e-09,1.6348979379990467e-09,3.6400469301251233e-09,2.3078067399754415e-09,5.383318230050099e-10,91,1.4114403859407305,0.27925367986929206,0.43701171875,0.000135621736115323,3.158387171764948e-05,0.7059895833333333,9.155404535450253e-05
PS3,R,PLA,1,98.0,113.62960515562865,58.0,7.672441660386773e-09,1.7852541383559128e-09,3.8315666465623854e-09,1.5828721732850188e-09,3.617984154188088e-10,88,1.3800539083557952,0.30673363863762854,0.43359375,8.497585075974108e-05,3.0515341272689387e-05,0.7012532552083334,8.671274543979258e-05
PS3,R,PLA,2,107.0,121.62962478605507,65.0,9.039543377917446e-09,1.8622506901734828e-09,4.330144582124164e-09,2.1778893326800237e-09,5.613555496602122e-10,80,1.3333333333333333,0.1833871832607281,0.45703125,0.00013145086750551422,3.41514051456036e-05,0.66806640625,9.54329194856028e-05
PS3,R,PLA,3,108.0,120.37008538282852,49.0,1.1943154053274433e-08,2.4969127459381125e-09,5.815600270522576e-09,2.8300219568417315e-09,6.533289107988615e-10,80,1.3527080581241744,0.162061565191313,0.455078125,0.00017801164974448386,3.662381400984607e-05,0.6505696614583333,0.00010869386180310773
PS3,R,PLA,4,105.0,119.58806769640317,59.0,1.1348886577892035e-08,2.4336827737781246e-09,5.404749271980251e-09,2.7622136722444224e-09,5.957071327339246e-10,86,1.3726541554959786,0.20347830492403982,0.44921875,0.00014517551628742985,3.4847304023266455e-05,0.679736328125,0.00010627388026475355
S11,R,ANE,1,78.0,89.37977697778199,44.0,7.426255398485943e-09,2.5154153595027098e-09,3.8962898062948845e-09,8.54640704240292e-10,7.857773700585608e-11,94,1.5925349922239502,0.17145007148892313,0.4365234375,0.00011411056791286233,2.7647579955753528e-05,0.7038411458333333,8.680563166829041e-05
S11,R,ANE,2,81.0,88.55411201634793,35.0,6.678842522553316e-09,2.272035593902918e-09,3.588825564786633e-09,6.932526306417434e-10,5.645528766310362e-11,95,1.6436597110754414,0.16209452365173985,0.4375,0.00011204349661140492,2.6459663211627884e-05,0.7067220052083333,8.157975227973152e-05
S11,R,ANE,3,80.0,87.9574645403317,34.0,7.029208810999271e-09,2.3360274389204292e-09,3.8462806780543254e-09,7.189260435843606e-10,5.363622920573918e-11,97,1.6691116544417277,0.13163233866977317,0.4326171875,0.00011422518652460084,2.676538182716632e-05,0.7130533854166666,8.485235205029918e-05
S11,R,ANE,4,78.0,89.01320577015795,38.0,7.362624273076339e-09,2.570098644829998e-09,3.815847398273031e-09,8.253665102626093e-10,6.672083119751495e-11,99,1.7239057239057238,0.11525803231887337,0.43603515625,0.00010520515080469353,2.574081183503346e-05,0.7299967447916667,8.628238286051685e-05
S11,R,PLA,1,75.0,85.83999191998149,41.0,7.744917691551231e-09,2.7953071465557852e-09,4.016567553921089e-09,7.773478186426552e-10,6.751337669289126e-11,86,1.4085281980742779,0.15305836201342785,0.447265625,0.00010569036136098177,2.8209744737180888e-05,0.6485026041666667,8.785048931107795e-05
S11,R,PLA,2,77.0,87.73141373834841,36.0,5.45697153543323e-09,1.9762764643521422e-09,2.7628948516189476e-09,6.011237384239663e-10,5.280297458792662e-11,91,1.531787584143605,0.09805564176022366,0.451171875,9.534992296877943e-05,2.4151700736638172e-05,0.696435546875,7.438068280302013e-05
S11,R,PLA,3,77.0,87.58501847808985,34.0,6.097100113511749e-09,2.231165300328202e-09,3.0576848372690568e-09,6.879443215363873e-10,5.691108114741965e-11,90,1.5585996955859969,0.14746558104313878,0.447265625,0.0001093803547716293,2.5908779662528803e-05,0.6955078125,7.845665234890601e-05
S11,R,PLA,4,77.0,86.98601092607075,35.0,6.763939219576102e-09,2.479721361204895e-09,3.4808228143471202e-09,6.679238486990681e-10,6.45472176965329e-11,85,1.4153420870767104,0.15272206098755622,0.48193359375,0.0001421444694482972,2.8956027348411813e-05,0.6764811197916667,8.32761270249786e-05
S2,R,ANE,1,83.0,94.85860007798215,57.0,1.795903065416024e-08,5.213997508240995e-09,9.919704699962963e-09,2.386967182378099e-09,1.9952479562201876e-10,92,1.5900621118012421,0.19695432876816338,0.453125,0.00018870503705682834,4.489707227535219e-05,0.733447265625,0.00013520770813814142
S2,R,ANE,2,79.0,92.85096823454671,53.0,1.7989338400178312e-08,5.728852888278856e-09,9.446462949913323e-09,2.349815180985267e-09,1.998480379041897e-10,97,1.6869851729818781,0.17952270723058686,0.48193359375,0.00020616558379086007,4.22021665764604e-05,0.8168782552083333,0.00013614780883835774
S2,R,ANE,3,83.0,95.7493488805406,59.0,1.8811244555678178e-08,5.254109674912539e-09,1.0484624374148628e-08,2.569545138641483e-09,2.3300967181263224e-10,91,1.6842105263157894,0.18512653839205007,0.46533203125,0.0001649917168246269,4.6339786163971025e-05,0.7472819010416667,0.00013685909061988039
S2,R,ANE,4,82.0,95.48957146836501,58.0,8.521754955291167e-09,2.595323116268846e-09,4.467179508532494e-09,1.2217769217591046e-09,1.151665539109633e-10,88,1.526080476900149,0.17245272222221047,0.4619140625,9.370718143377632e-05,3.1901381252602776e-05,0.7408528645833333,9.199451461917307e-05
S2,R,PLA,1,84.0,94.86099368047391,54.0,1.0739136143694007e-08,3.1565688173780286e-09,5.818116987819366e-09,1.4738705748877818e-09,1.3364834861278807e-10,92,1.6087981146897095,0.24847384454457855,0.447265625,0.00015424286010909188,3.484049201549761e-05,0.7345703125,0.00010433099966475034
S2,R,PLA,2,83.0,95.26805999256432,69.0,1.686923177828573e-08,4.725954742802545e-09,9.39947151959717e-09,2.287373811742378e-09,2.1278466008859856e-10,88,1.6489533011272142,0.20581697460807652,0.48046875,0.00013975471996045932,4.6245750320779184e-05,0.7594075520833333,0.00012895380454009433
S2,R,PLA,3,81.0,93.6386327420347,54.0,1.4900257432935027e-08,4.550889323165029e-09,8.041262131242046e-09,1.9409095493620758e-09,1.6981600801964077e-10,93,1.6357827476038338,0.18800054688181805,0.47412109375,0.0001438970809562037,4.256207144357241e-05,0.801220703125,0.00012225656042708912
S2,R,PLA,4,76.0,89.42985541852022,57.0,2.253552204308307e-08,7.463133345848942e-09,1.1801973731072059e-08,2.720455372110309e-09,2.3904302573730994e-10,100,1.735593220338983,0.19394959282608634,0.4482421875,0.00019328670824511328,4.95723126432559e-05,0.7826985677083333,0.00014958033728748452
M5,L,ANE,1,105.0,113.70483008033274,42.0,2.3693580905796925e-09,4.914020986373764e-10,1.294270696591225e-09,4.773193264283762e-10,7.851510368163937e-11,89,1.641025641025641,0.28085610480367934,0.42138671875,5.423984263188053e-05,1.2993709048645406e-05,0.71396484375,4.92734320970034e-05
M5,L,ANE,2,100.0,111.3126427660298,85.0,1.862550456851921e-09,4.244314989038165e-10,9.618408123617985e-10,4.0446043792055196e-10,5.118467345943496e-11,88,1.5950155763239875,0.26677383328263204,0.431640625,5.6839437084069285e-05,1.1059730597439364e-05,0.7046875,4.262245571375537e-05
M5,L,ANE,3,96.0,108.36668706548234,44.0,1.4060999757040286e-09,3.3063611859512714e-10,7.493328942588907e-10,2.707456148516425e-10,4.050126666826234e-11,88,1.5375375375375375,0.2724420224720386,0.4404296875,4.862689938132018e-05,1.030748184159129e-05,0.6951334635416667,3.755869504645309e-05
M5,L,ANE,4,95.0,104.85294649716808,43.0,1.6794351773040732e-09,4.1806017768746825e-10,9.108928061106105e-10,2.9066880988626123e-10,4.040565450840675e-11,91,1.585139318885449,0.21538605116469997,0.41015625,5.8504658875100225e-05,1.0067508417665302e-05,0.675,4.09614074607328e-05
M5,L,PLA,1,107.0,117.43201484050941,96.0,1.2967977901941116e-09,2.3175567838262814e-10,7.085732569776693e-10,2.993913382197296e-10,4.323221891364273e-11,91,1.4586894586894588,0.2958870850752447,0.439453125,3.257530755324763e-05,9.397178494540585e-06,0.7406575520833333,3.616773833938394e-05
M5,L,PLA,2,103.0,113.41659196188506,49.0,2.628516078658185e-09,5.235853086098951e-10,1.4401155785370334e-09,5.582731875813745e-10,7.75210626636477e-11,90,1.517037037037037,0.22266282622081027,0.4189453125,8.309399486838665e-05,1.3933803988776664e-05,0.6630045572916666,5.204606776286678e-05
M5,L,PLA,3,104.0,114.74861444339392,44.0,1.560253245926897e-09,3.062028202947827e-10,8.50130102092341e-10,3.3556900354761707e-10,5.0470773207835186e-11,90,1.5802469135802468,0.32061594989625514,0.43359375,3.8304895587115385e-05,8.921730367367063e-06,0.698583984375,3.955542310647194e-05
M5,L,PLA,4,112.0,120.73071230836804,101.0,2.4031050496486274e-09,3.6278350631733787e-10,1.3727862075821017e-09,5.528834282526081e-10,8.98240157285501e-11,93,1.6253968253968254,0.2669252543282654,0.43017578125,2.99698444627396e-05,1.0627269603359443e-05,0.71865234375,4.9857886146245135e-05
S13,R,ANE,1,99.0,109.2239315580163,45.0,8.08224333779342e-09,1.7523468652948537e-09,4.496539629545028e-09,1.5700534415354521e-09,1.816086293193706e-10,85,1.3922501699524132,0.24284273732857536,0.5341796875,0.00011684605353704342,3.2790879542658374e-05,0.7321451822916667,8.987155470224672e-05
S13,R,ANE,2,90.0,101.34404467427079,40.0,3.984240243119927e-09,1.1872879436641976e-09,1.9620535094666525e-09,7.173229356578851e-10,7.479223193710185e-11,94,1.6,0.19865410278822807,0.4599609375,8.086518584705292e-05,1.9801522596776538e-05,0.7329264322916667,6.336175843107461e-05
S13,R,ANE,3,90.0,101.0160520044391,89.0,3.2431386579765415e-09,9.120419035887292e-10,1.6701993279507853e-09,5.511707244572283e-10,7.03484562488323e-11,90,1.5479969765684052,0.24089063058660454,0.4775390625,7.374589005720599e-05,1.8956978785316356e-05,0.7541666666666667,5.627824001142744e-05
S13,R,ANE,4,91.0,100.73143823490317,43.0,3.629988835076322e-09,1.0269065630287912e-09,1.8974572926816806e-09,5.982915419165666e-10,6.689306889916718e-11,94,1.67047308319739,0.22294743119758065,0.4365234375,7.420933800949474e-05,1.7103638755017868e-05,0.706640625,5.938913686402631e-05
S13,R,PLA,1,88.0,100.04453710915537,44.0,5.275651946761847e-09,1.5712994193491332e-09,2.6668366269200765e-09,8.809641876625885e-10,9.344303507734224e-11,92,1.5925349922239502,0.2671961166405033,0.4736328125,6.569113693986073e-05,2.2478822833188498e-05,0.7669921875,7.244888215820978e-05
S13,R,PLA,2,95.0,105.96591834082217,50.0,4.730208832386465e-09,1.2111396028607211e-09,2.4482436068965953e-09,9.181722547479389e-10,9.887656968096007e-11,100,1.7564322469982847,0.2067293047984208,0.453125,9.768586961011232e-05,1.9837306998267655e-05,0.7635579427083333,6.886674437853249e-05
S13,R,PLA,3,99.0,109.08712893533769,47.0,5.247877863104556e-09,1.2489375412653002e-09,2.789426844957851e-09,1.008795702077808e-09,1.4396710781545888e-10,101,1.7624784853700517,0.1955859315552149,0.4404296875,9.806470497427061e-05,2.045363113753159e-05,0.7430989583333333,7.332736624340291e-05
S13,R,PLA,4,95.0,105.0890855804443,96.0,5.819775563285786e-09,1.4017609208548441e-09,3.181533178848314e-09,1.0633466745004406e-09,1.0463042779831228e-10,102,1.7504273504273504,0.22051725998395139,0.44140625,0.000128909596662713,2.1773752738055945e-05,0.7636393229166667,7.637614027451102e-05
PS10,R,ANE,1,87.0,102.90691614772516,66.0,2.1631900460100156e-09,5.364648994369383e-10,1.161344575087599e-09,3.819576063908726e-10,5.451918058558398e-11,98,2.011787819253438,0.309488725682962,0.451171875,4.059543061697522e-05,1.0984828627920767e-05,0.71884765625,4.663212883529867e-05
PS10,R,ANE,2,78.0,93.63741071175382,64.0,1.4510693744056577e-09,4.4824643849596483e-10,7.695203451137337e-10,1.83280793664421e-10,3.001634864551023e-11,106,2.0317460317460316,0.3090749651609123,0.455078125,2.5048517316309156e-05,1.0111209613341606e-05,0.7993489583333333,3.8610997694088916e-05
PS10,R,ANE,3,81.0,96.89799540825808,44.0,1.1987473414634764e-09,3.3686622956218923e-10,6.536399844361491e-10,1.6706758044709895e-10,2.613889444305401e-11,111,2.0277227722772277,0.2967689655829791,0.47314453125,2.8725881863209017e-05,9.568006279364961e-06,0.889306640625,3.542516361290471e-05
PS10,R,ANE,4,78.0,90.69822490438465,68.0,1.5843512276629214e-09,4.6163771132715267e-10,9.192540490646476e-10,1.607753744941461e-10,2.315152330015553e-11,108,2.0521042084168335,0.2960940663692981,0.435546875,2.4790301440733335e-05,1.0083377006842813e-05,0.7944498697916667,3.977315817972169e-05
PS10,R,PLA,1,99.0,114.26754712822513,66.0,2.0696987898300737e-09,4.4603334695807307e-10,1.0361772303897434e-09,4.813381885065332e-10,8.484089718016563e-11,102,2.007843137254902,0.33514381671550847,0.44921875,3.012262644291647e-05,1.2043609674164953e-05,0.7591634114583333,4.5185704131362695e-05
PS10,R,PLA,2,99.0,114.46506478197719,66.0,1.5623149224568548e-09,3.3544429255537977e-10,7.925454762618768e-10,3.4914293785142226e-10,6.452003392157967e-11,110,2.064516129032258,0.30732033551109533,0.4326171875,2.629737870002972e-05,1.1094267048318188e-05,0.7993815104166667,4.107647516194804e-05
PS10,R,PLA,3,94.0,110.26192695325433,37.0,1.6022573166610125e-09,3.9967649686074104e-10,7.969374676742422e-10,3.2457968951935636e-10,6.30652725976942e-11,109,2.206896551724138,0.3175442061963976,0.4326171875,3.109268869007343e-05,1.1301267597263801e-05,0.779443359375,3.989681878053222e-05
PS10,R,PLA,4,77.0,91.45092983888455,61.0,1.4175651146495825e-09,4.429398922266638e-10,7.656816262800322e-10,1.6385669417211458e-10,2.5144852791986306e-11,105,2.0686868686868687,0.31131037694001,0.423828125,3.616294814884787e-05,1.0433218334183818e-05,0.7451985677083334,3.776194578392566e-05
PS9,L,ANE,1,142.0,149.29237069707588,154.0,2.377479376046265e-09,2.9298385104481736e-10,9.852923686799134e-10,8.113683146973821e-10,2.5835957882898855e-10,83,1.3922501699524132,0.20803128768867446,0.5,7.160610518228361e-05,1.577080202692642e-05,0.7610188802083333,4.864561221760799e-05
PS9,L,ANE,2,132.0,142.269092119846,129.0,3.690877729664623e-09,5.004620076982379e-10,1.7018695410353293e-09,1.0944322973652842e-09,3.5278483279671446e-10,87,1.4361851332398317,0.142446010988844,0.52734375,9.696402323548846e-05,1.84646903034374e-05,0.7773763020833333,6.142454425565174e-05
PS9,L,ANE,3,136.0,144.63685727766045,143.0,3.3341206693198023e-09,4.176995970888482e-10,1.5032982495924692e-09,1.0382797560253186e-09,3.3743670975604433e-10,91,1.5306427503736921,0.12921998981420657,0.54736328125,8.032705806476509e-05,1.692308536673039e-05,0.8224283854166666,5.8078479577568916e-05
PS9,L,ANE,4,131.0,139.50415870519157,130.0,2.9435691403069153e-09,4.122995396845708e-10,1.3471947913497321e-09,8.874061499813726e-10,2.622776238668755e-10,92,1.5238095238095237,0.1669190795212254,0.4814453125,6.643901407382889e-05,1.6457265245252447e-05,0.744091796875,5.424145327088961e-05
PS9,L,PLA,1,125.0,137.01221642065215,74.0,2.4745860636929735e-09,3.807066899999732e-10,1.134866163060455e-09,7.132085850183086e-10,2.185160657714082e-10,92,1.5491679273827534,0.16189308825099222,0.4619140625,6.025738993679575e-05,1.4616820608558363e-05,0.7140299479166666,4.993798658037402e-05
PS9,L,PLA,2,122.0,134.80770956752062,67.0,2.6272264531817816e-09,4.478482425065225e-10,1.208425931233444e-09,6.910231688054366e-10,2.498408088140198e-10,92,1.5398496240601505,0.11898441518740016,0.4560546875,5.877833457489692e-05,1.508331919362522e-05,0.7106608072916667,5.1523437329706426e-05
PS9,L,PLA,3,118.0,130.8691632685548,87.0,2.871459206231525e-09,5.56606473574844e-10,1.3154919644219384e-09,7.212456067441724e-10,2.4931224064896485e-10,100,1.673202614379085,0.14736181259257003,0.45703125,6.711033348590003e-05,1.4942399697113552e-05,0.7859212239583333,5.3372425599771574e-05
PS9,L,PLA,4,134.0,142.21140064631754,140.0,4.099028407443343e-09,5.459784853607481e-10,1.8781824250125655e-09,1.2432385582388265e-09,3.8767478427462095e-10,96,1.6228209191759113,0.1507112547070938,0.466796875,9.043540282770064e-05,1.7737310773506067e-05,0.7639973958333334,6.383134229547322e-05
S12,R,ANE,1,93.0,103.39839176256379,62.0,1.1025058098404253e-08,2.6741945624761903e-09,6.156913752319078e-09,1.810170393479713e-09,2.355963011814342e-10,82,1.4242002781641168,0.3138703998587608,0.4912109375,9.388723301127167e-05,4.005999487391617e-05,0.7217122395833333,0.00010618689671053882
S12,R,ANE,2,93.0,103.92127355654543,55.0,5.908146185174652e-09,1.5697239073907856e-09,3.0711260269995473e-09,1.0476376238101952e-09,1.416342432710088e-10,92,1.615141955835962,0.3574017196413914,0.453125,8.260087871629403e-05,2.4684768160311004e-05,0.6945475260416667,7.691622054046234e-05
S12,R,ANE,3,93.0,103.32556598234463,57.0,6.847261563653628e-09,1.817500277572726e-09,3.6137240511203453e-09,1.195860401770069e-09,1.3807988983682102e-10,92,1.5633587786259542,0.2807376923572109,0.4501953125,9.386520113431558e-05,2.688308938329652e-05,0.7149088541666667,8.236604021202909e-05
S12,R,ANE,4,92.0,103.81256657158629,71.0,6.232405297054292e-09,1.6790817058454115e-09,3.21329862129452e-09,1.1225801628598925e-09,1.3994166403781122e-10,86,1.494890510948905,0.35807921157156175,0.45703125,7.439878312028347e-05,2.8112963515779533e-05,0.6772298177083333,7.888675725521924e-05
S12,R,PLA,1,98.0,110.04691873177822,55.0,4.269188941609516e-09,1.014113583796948e-09,2.1987445180287567e-09,8.716980885522825e-10,1.3314194828878727e-10,78,1.5238095238095237,0.37805878232797935,0.5224609375,6.104383238873725e-05,2.718852071190396e-05,0.6886393229166666,6.578792322592516e-05
S12,R,PLA,2,99.0,109.79243364892062,69.0,3.964024911639091e-09,9.313297443760764e-10,2.0398741682575884e-09,8.242323996112305e-10,1.1713120094331683e-10,83,1.543330821401658,0.37447117181649003,0.48876953125,4.6645529616474155e-05,2.3093059222588775e-05,0.7224772135416667,6.23353263648788e-05
S12,R,PLA,3,91.0,104.80168927097831,55.0,4.104844052869502e-09,1.1526469467298068e-09,2.0209605680488074e-09,7.609878999855143e-10,1.1585314876307312e-10,88,1.695364238410596,0.34762526415293804,0.498046875,7.237786151731651e-05,2.195677822439125e-05,0.7191731770833333,6.379054890436872e-05
S12,R,PLA,4,94.0,106.10337871925132,55.0,5.887167003713683e-09,1.5251999652489398e-09,3.041549992980268e-09,1.0972364552885651e-09,1.6003839932540221e-10,84,1.543330821401658,0.38902575714818993,0.44921875,6.96394807485996e-05,2.8185730538866798e-05,0.6277669270833334,7.800933585404849e-05
M6,R,ANE,1,99.0,111.37687179942938,68.0,3.242856917000818e-08,7.382405361524169e-09,1.669545472424951e-08,6.839754514905052e-09,1.0959733894098003e-09,78,1.4065934065934067,0.22228193740148872,0.4462890625,0.00025774868860964145,6.256311342454603e-05,0.6182779947916667,0.00017843691566978004
M6,R,ANE,2,98.0,110.32188489771843,62.0,3.2513187601229927e-08,7.546294601804016e-09,1.6837869095989883e-08,6.663826768247716e-09,1.0394803706535864e-09,88,1.5826893353941267,0.13942886675959493,0.44140625,0.00024071202012213122,5.42976702128816e-05,0.66845703125,0.00018027675999464422
M6,R,ANE,3,99.0,110.45976073629006,60.0,3.956055609373855e-08,8.91435530649844e-09,2.065609944957271e-08,8.321681125202611e-09,1.1198483850654626e-09,89,1.5114391143911439,0.19277575602063005,0.44287109375,0.0002293662257424995,6.0254352985694625e-05,0.6897135416666667,0.00019840281546893988
M6,R,ANE,4,101.0,111.31054893018451,58.0,4.234399968885138e-08,9.511524614798809e-09,2.2110936055079467e-08,8.772063463637739e-09,1.377743069164325e-09,90,1.615141955835962,0.1697293883341664,0.4697265625,0.00025434322926784454,6.176518152433128e-05,0.7369954427083333,0.00020662099901214988
M6,R,PLA,1,107.0,117.9232457589492,63.0,2.1764284239295278e-08,4.365503959684834e-09,1.1049584850303114e-08,5.186858990906323e-09,9.11998609093198e-10,76,1.284012539184953,0.25037011629448586,0.482421875,0.00012189316121613938,5.65363536152888e-05,0.647021484375,0.00014858445723765293
M6,R,PLA,2,101.0,112.49956636546781,63.0,2.926634656236123e-08,6.421999043932701e-09,1.5226153414244466e-08,6.257361016767903e-09,1.0430005249947858e-09,82,1.440225035161744,0.1999020159784622,0.4365234375,0.00020505122842383016,5.65899855729826e-05,0.6104166666666667,0.00017249813294391132
M6,R,PLA,3,104.0,115.3873531755794,64.0,2.17253046408716e-08,4.73773147480554e-09,1.0745686483588073e-08,5.1186731415692456e-09,8.33840569036748e-10,83,1.5058823529411764,0.2772569246969961,0.45361328125,0.0001588124700706986,5.138293631470555e-05,0.657958984375,0.00014695358840210963
M6,R,PLA,4,99.0,110.65389920908272,56.0,3.7825864812531205e-08,9.028925178650303e-09,1.939278085138577e-08,7.69756446078006e-09,1.2039341479879114e-09,84,1.4851341551849166,0.1671482459482791,0.4384765625,0.00025951181908518393,6.318479887204742e-05,0.6516276041666667,0.00019264122682112982
PS4,L,ANE,1,83.0,100.04554011337414,67.0,1.1164591616916523e-08,2.7848096552961913e-09,6.187297590914111e-09,1.7939846063920873e-09,2.1949291264275463e-10,76,1.3247089262613196,0.2694822183681108,0.4921875,0.00011831463525058544,3.653087086853092e-05,0.6475260416666667,0.00010596343382050319
PS4,L,ANE,2,84.0,98.60928154766157,62.0,1.0484792015360722e-08,2.6786022327984724e-09,5.947733580992757e-09,1.4949224955668885e-09,2.056876490655e-10,79,1.3544973544973544,0.2585943350410692,0.5078125,0.00010874995184018276,3.6263005842366116e-05,0.685693359375,0.00010166182330881515
PS4,L,ANE,3,71.0,83.77471928257185,62.0,5.875548476416488e-09,1.9432456541080272e-09,3.326124986521798e-09,4.294448112253998e-10,6.272803551931089e-11,84,1.4787003610108302,0.3474881425592193,0.517578125,6.39113484921641e-05,2.4457148767870242e-05,0.7420735677083333,7.715336827704982e-05
PS4,L,ANE,4,84.0,100.77415321830216,65.0,1.1230721765266296e-08,2.64708873618775e-09,6.366420855442597e-09,1.7822782130950353e-09,2.7541261204652484e-10,80,1.4412385643912737,0.28595605711811695,0.498046875,0.00013342349117266233,3.663733627948296e-05,0.7023763020833333,0.00010454357816653901
PS4,L,PLA,1,76.0,89.04491119667061,67.0,1.082787160612865e-08,3.184059072585791e-09,6.30383696201202e-09,1.0542450610489292e-09,1.3246126836981736e-10,80,1.3819163292847503,0.23166277912865008,0.5107421875,9.961546157514865e-05,3.642903165896133e-05,0.7008626302083333,0.00010193157389762629
PS4,L,PLA,2,78.0,91.08491894660911,63.0,7.792133538225162e-09,2.068062521891939e-09,4.66262499257487e-09,8.38853211853183e-10,9.971928362789787e-11,85,1.5103244837758112,0.2684958627661987,0.4951171875,9.092185430992676e-05,3.0421549052075078e-05,0.736474609375,8.742302065352503e-05
PS4,L,PLA,3,100.0,112.37325335867894,71.0,1.1252773952062136e-08,2.2636443350667487e-09,6.109491788214005e-09,2.3981194113954968e-09,3.363962344266485e-10,90,1.5058823529411764,0.2505639047015937,0.5068359375,0.0001098741978477169,3.099105644227194e-05,0.7935709635416667,0.0001076511350871325
PS4,L,PLA,4,77.0,93.2744954060686,67.0,9.82162866314276e-09,3.001109423925173e-09,5.258784773935452e-09,1.2301861990235328e-09,1.8378989175619364e-10,82,1.4797687861271676,0.2692702076891947,0.5048828125,0.0001044092865163612,2.5260137369087156e-05,0.7599283854166666,9.992063366625398e-05
S8,L,ANE,1,102.0,107.73391238971487,124.0,4.97916172299642e-09,1.1524833810695794e-09,2.765911051238401e-09,9.146163493856229e-10,9.115289219471335e-11,70,1.1783659378596087,0.3141973536470342,0.57421875,6.516713065903578e-05,2.3150159536815247e-05,0.6820638020833333,6.977321549558115e-05
S8,L,ANE,2,98.0,104.42149296581455,50.0,3.811134529716014e-09,9.435816887921582e-10,2.1021253014763853e-09,6.547169311756367e-10,6.796021910529757e-11,79,1.4351786965662228,0.2477158656086994,0.55810546875,5.963641768229149e-05,2.2682213245606334e-05,0.7089680989583333,6.127999581717053e-05
S8,L,ANE,3,97.0,105.77152825457541,96.0,3.5636993549921336e-09,8.555441258830666e-10,1.956812477696047e-09,6.442033555510369e-10,6.810573071212744e-11,79,1.3680694722778892,0.23100653015267933,0.5205078125,5.138998668805693e-05,2.1720704883991117e-05,0.685888671875,5.947069815224274e-05
S8,L,ANE,4,94.0,102.63489073113485,43.0,4.518698576262608e-09,1.1889628624294428e-09,2.415514395261895e-09,7.774259027882499e-10,8.215134310174358e-11,79,1.4222222222222223,0.2143328821395727,0.5654296875,6.662901626745338e-05,2.324086493203674e-05,0.7394205729166666,6.721152107260717e-05
S8,L,PLA,1,100.0,106.65312041182428,35.0,4.798647615549322e-09,1.1047366996145355e-09,2.6754167117603296e-09,8.748443785330481e-10,9.053913423436026e-11,76,1.440225035161744,0.2637694257856107,0.54296875,7.549377376068632e-05,2.4099716784736533e-05,0.72275390625,6.830239580045172e-05
S8,L,PLA,2,98.0,105.70084399654445,31.0,4.169009286975398e-09,1.0439115250360428e-09,2.2046472509840693e-09,7.87930354296264e-10,8.244946294665443e-11,77,1.3204384268214056,0.22018314102353323,0.583984375,6.78203047817258e-05,2.259251257542976e-05,0.7610026041666667,6.35065784688226e-05
S8,L,PLA,3,96.0,103.48440070005208,50.0,4.971233754998865e-09,1.261894621909071e-09,2.7355039143096256e-09,8.368628602414595e-10,8.49998829253414e-11,81,1.440225035161744,0.24940755509014872,0.548828125,6.494827261754051e-05,2.3941265679258277e-05,0.7470540364583333,6.99874502855795e-05
S8,L,PLA,4,101.0,107.88172957069324,69.0,3.5946080129268e-09,7.84159558289263e-10,2.0327018070528202e-09,6.681503113549629e-10,6.837052061356578e-11,86,1.5036710719530102,0.20341332708121476,0.5380859375,6.329149608989037e-05,2.050082914112277e-05,0.7731119791666666,5.9141310765456515e-05
S4,R,ANE,1,113.0,122.27451429662052,99.0,1.5337533981896443e-08,2.5294270221380576e-09,8.083705754760852e-09,3.916157983676492e-09,6.157421697039606e-10,96,1.6228209191759113,0.13970189220258147,0.4658203125,0.00016466970102311585,3.792829494050165e-05,0.7394694010416667,0.00012365099562487104
